logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene
-0.424370612244897	7.71053672316384	-4.79641094187294	3.3543723236651e-06	0.0588591711633515	3.46152683178228	WDR60
-0.403060476190475	11.5348751412429	-4.46181834099193	1.42209079614771e-05	0.124767136000019	2.32856602889553	GTF2I
-0.542661156462585	8.35674802259887	-4.27298712597992	3.10788112989597e-05	0.133333325907603	1.7168596072552	ZSCAN18
-0.933774625850338	8.00259774011299	-4.21643423999229	3.90899415742528e-05	0.133333325907603	1.53768286770272	NAT8L
0.450557414965985	12.3621282485876	4.20742313052719	4.05364341195242e-05	0.133333325907603	1.50930667581142	ACTR3
1.43988394557823	7.24138418079096	4.17817954740104	4.5591836521663e-05	0.133333325907603	1.41754868602199	GLYATL2
-0.65545394557823	7.53970338983051	-4.05632667005249	7.39164635886209e-05	0.185287455227076	1.04070053337588	C20orf96
0.519875034013604	9.32996271186441	3.94412961861407	0.000114259521344649	0.235005246483702	0.701658711840227	ATL3
-0.522816394557822	6.36977344632768	-3.91670674494237	0.000126918319707659	0.235005246483702	0.61996554145977	C19orf18
-0.38743775510204	7.42875367231638	-3.88265536256772	0.000144496076979831	0.235005246483702	0.519173840921074	ZFHX2
-0.287741292517006	7.27642824858757	-3.83173774868521	0.000175147889027851	0.235005246483702	0.369805097545523	CEP104
-0.762400204081631	7.87055649717514	-3.8206590411032	0.000182588928070352	0.235005246483702	0.337520146075041	RASL11B
-0.393646122448979	9.37805310734463	-3.81724498704185	0.000184941736761485	0.235005246483702	0.327586629206719	R3HDM2
-0.381968095238094	7.12443107344633	-3.79204712283866	0.000203216937648069	0.235005246483702	0.254497755615458	PAN2
-0.394047074829931	6.39956610169492	-3.77593052567264	0.000215788972469927	0.235005246483702	0.207959845969103	ZFP14
0.741672448979591	10.6135847457627	3.77110982257667	0.000219690265328575	0.235005246483702	0.194071580722925	CCL3
0.821801088435372	10.0076672316384	3.73509918580854	0.000251017173368319	0.235005246483702	0.090792077917099	HLA-DQB2
0.391972448979591	11.809113559322	3.72845386535792	0.00025724165950817	0.235005246483702	0.0718231225956014	FAM89B
0.606438367346939	10.9793677966102	3.72240166840979	0.000263037300125482	0.235005246483702	0.0545716880465283	HLA-DMA
-0.404317074829932	8.06305875706215	-3.71746280799863	0.000267858034403262	0.235005246483702	0.0405110469629246	CREBBP
-0.639929455782311	7.97114350282486	-3.67954684809781	0.000307747441665162	0.257144969471362	-0.0669145723620401	CRIPAK
0.791922517006803	10.7430983050847	3.66593977341388	0.000323383402201701	0.257927661746965	-0.105242416828053	CCL4
0.353710136054421	8.84097740112994	3.62670136886221	0.000372776132705833	0.269788488002172	-0.21510068116212	TMEM138
-0.622786666666666	6.83850960451977	-3.6169488724518	0.000386112022042889	0.269788488002172	-0.242251255419357	TTC18
-0.582209115646257	6.14007627118644	-3.61623172448863	0.000387110212915584	0.269788488002172	-0.244245340151036	GLDN
0.615598435374148	8.25185028248588	3.60729489293403	0.000399754983077249	0.269788488002172	-0.269066963192781	CCL3L3
-0.390053945578231	7.72118644067797	-3.58220777718937	0.000437361734209868	0.274092781578027	-0.338468550552087	MXI1
-0.39331931972789	6.58650169491525	-3.57956692855511	0.000441508634883956	0.274092781578027	-0.34575047968366	CCDC113
0.610619863945577	13.1794016949153	3.56412583600546	0.000466505923270057	0.274092781578027	-0.388237215914711	HLA-DRA
-0.42808619047619	7.33655254237288	-3.56089246342923	0.000471906254205174	0.274092781578027	-0.397114294479657	ZNF577
-0.337384897959183	8.19302768361582	-3.55363915327576	0.000484235266935591	0.274092781578027	-0.417003127638798	TRAPPC2
0.754169047619046	10.8652728813559	3.53189720954344	0.000523031125930556	0.27536467163289	-0.476414433632811	SOD2
-0.47737619047619	7.01426497175141	-3.52801395597251	0.000530260646027581	0.27536467163289	-0.486993135972124	KIAA1549
-0.540919183673468	8.09524463276836	-3.52625760008923	0.000533561226165057	0.27536467163289	-0.491774531128429	CHDH
-0.430581360544217	6.74825480225989	-3.49086363298738	0.000604331428207842	0.300789525308115	-0.587697472690685	DNMBP
-0.247633197278911	7.10528813559322	-3.48205384517368	0.00062326788580867	0.300789525308115	-0.61144527523238	ACTR8
-0.350828027210884	6.95823898305085	-3.47327527380083	0.000642689819829337	0.300789525308115	-0.635058042024551	ZNF44
-0.345409455782312	7.50542881355932	-3.46767947352726	0.000655364787628802	0.300789525308115	-0.650083192600055	NELFA
0.785076326530612	12.6943474576271	3.46197132410091	0.000668535446914942	0.300789525308115	-0.665388701049291	HLA-DRB5
-0.364295782312925	6.91741073446328	-3.44431973549429	0.000710850760524097	0.311832457372908	-0.712582325117266	OTUD7B
-0.353917687074829	8.04216497175141	-3.43102197064529	0.000744372211922662	0.318573151283096	-0.747999170177714	DBT
0.459829183673467	10.2970779661017	3.36078040072204	0.000947379913056761	0.359212894022161	-0.933125995184106	FCER1G
0.794942244897956	7.48265706214689	3.35292563813179	0.000973047782405395	0.359212894022161	-0.953622875428914	ZBED2
-0.419894557823129	9.1073593220339	-3.3478551394999	0.000989960523420077	0.359212894022161	-0.966832288451712	THRA
-0.268867959183674	9.17619378531074	-3.34566093758894	0.000997364058563258	0.359212894022161	-0.972543166986861	RTF1
-0.295654149659863	7.35996327683616	-3.34431319728522	0.00100193710519638	0.359212894022161	-0.976049346428334	EXOC3
0.415654557823128	9.72182203389831	3.33655699891583	0.00102863749378149	0.359212894022161	-0.996203575084693	RAB32
0.413929659863945	12.8466745762712	3.33382697729771	0.00103819240481863	0.359212894022161	-1.0032878291474	FDPS
-0.519646666666666	5.96375762711864	-3.33300769872852	0.00104107594487693	0.359212894022161	-1.00541283396086	BSN
0.343765646258502	9.96324971751412	3.31981111074683	0.00108856448649121	0.359212894022161	-1.03957928247373	SPPL2A
-0.326612653061224	7.98637457627119	-3.31507071086207	0.00110611064984231	0.359212894022161	-1.05182372553687	KLHDC10
1.02216843537415	10.8792604519774	3.31362969379665	0.00111149648337747	0.359212894022161	-1.05554286832643	GBP5
0.3360862585034	8.52275084745763	3.31244607926451	0.00111593854644333	0.359212894022161	-1.05859662996188	CYB5R4
0.427790408163264	8.69895310734463	3.31019678538686	0.00112442570848336	0.359212894022161	-1.06439727375413	BATF3
-0.300375782312925	6.64174463276836	-3.30979953292418	0.00112593088113175	0.359212894022161	-1.06542138301362	DNAJC18
0.625429795918366	9.64118192090396	3.29721389052945	0.00117460099552363	0.368048636936664	-1.09781179896559	RPL39L
0.531461088435373	10.1733903954802	3.27198871734858	0.00127810559064825	0.377737063210362	-1.16240898709403	FCGR1B
0.588729047619046	10.1589322033898	3.26859546898962	0.00129265941035175	0.377737063210362	-1.17106561741317	IDH2
-0.322684217687074	7.3669186440678	-3.2678698920958	0.00129579139607763	0.377737063210362	-1.17291564807397	ZNF346
-0.29285619047619	9.6051395480226	-3.25894075837992	0.00133491698765508	0.377737063210362	-1.19565335744301	ZC3H11A
-0.361515374149659	8.50809491525424	-3.25742335487573	0.00134167418779436	0.377737063210362	-1.19951199068097	NUBPL
-0.34349850340136	6.62690508474576	-3.25600483361847	0.00134801981297433	0.377737063210362	-1.20311776056918	DZANK1
0.629970429853568	14.2154074285714	3.25475166203456	0.00135621103221364	0.377737063210362	-1.21752818293667	HLA-DRB1
0.572145782312922	12.4593847457627	3.24791401586506	0.0013847502193305	0.379179467187186	-1.22365785327001	HLA-DPA1
-0.347858843537415	8.21518305084746	-3.23970988733956	0.00142294354249401	0.379179467187186	-1.24444016669191	SCAMP1
0.77390700680272	9.09448700564972	3.23435847795961	0.00144838159688531	0.379179467187186	-1.25797142618264	GBP1
-0.378858231292516	7.28219830508475	-3.22956470156234	0.00147152713498973	0.379179467187186	-1.27007612890058	ZNF425
-0.337685442176871	7.45710395480226	-3.22658160455117	0.0014861032394291	0.379179467187186	-1.27760080535236	LIAS
-0.426951088435374	9.26602316384181	-3.22557621559934	0.00149104594722265	0.379179467187186	-1.2801354698051	MAPK8IP3
-0.319217142857142	10.1340858757062	-3.21118266165028	0.00156350270483967	0.381699198440221	-1.31634715545359	ANKS3
0.416110816326529	9.20645310734463	3.21072642302471	0.00156585197545982	0.381699198440221	-1.31749266051029	DONSON
-0.300448979591837	7.34472542372881	-3.20648964554883	0.00158782510301641	0.381699198440221	-1.32812339479947	ZNF862
0.352297755102039	12.6615237288136	3.20646263159811	0.0015879661187745	0.381699198440221	-1.32819113765877	CLIC1
0.466945238095236	9.0538813559322	3.19862291016109	0.00162938508847551	0.386362434425401	-1.34782972034588	PAK1
0.326731496598639	10.0437033898305	3.18221496788801	0.00171933613523683	0.389696547254474	-1.38879566203763	TRIM27
0.285467278911563	10.2415536723164	3.1818104398947	0.00172161090322007	0.389696547254474	-1.38980332348055	SDHAF2
-0.327573605442177	8.23359265536723	-3.18125722684124	0.00172472628450109	0.389696547254474	-1.39118117127556	USP7
-0.317827823129251	9.0327220338983	-3.17348971622224	0.00176902401986641	0.389696547254474	-1.41050498933533	ZCCHC3
-0.277307551020408	7.83434293785311	-3.17259968661007	0.0017741666077863	0.389696547254474	-1.41271653975974	PLAA
-0.422492789115646	8.72319717514124	-3.17216241637304	0.00177669822649786	0.389696547254474	-1.41380287208085	EGFL8
0.430848979591836	7.39130960451977	3.16024500372118	0.00184699784200063	0.3990805038954	-1.44335934903361	IL18
-0.304291360544217	7.46075988700565	-3.14612244461539	0.00193363850047586	0.3990805038954	-1.47825843866876	ZRANB1
-0.321681496598639	6.20251920903955	-3.14369998535159	0.00194887282604676	0.3990805038954	-1.48423092997775	PPP1R3E
