pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY	4.38371474393213e-07	0.000233661589131059	0.674962860011025	0.804314525792445	2.28174031365552	23	IL21R;STAT1;IL2RB;IL7R;IL15;IL2RG;IL2RA;STAT5A;IL15RA;STAT3;IL21;JAK3;IL7
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	1.5980262357419e-06	0.000254502751651523	0.643551836150722	0.735755465684817	2.23766517932704	30	MCM10;MCM2;MCM4;GINS4;RFC2;MCM5;MCM3;CDC45;RFC4;MCM6;RPA2;RFC5;MCM7;PCNA;PRIM2;GINS3;POLE3;POLA2;WDHD1;RPA1;GINS1;RFC3
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	7.54964746788558e-07	0.000233661589131059	0.659444398037935	0.891851349271166	2.22723142482468	13	HLA-DOB;HLA-DQA1;CD74;HLA-DPB1;HLA-DPA1;HLA-DMA;HLA-DRB5;HLA-DRB1;HLA-DQA2;HLA-DQB1;HLA-DRA
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING	6.41696215054073e-06	0.000702620693566827	0.610526878385931	0.759808451308977	2.19250476354149	24	CCNE1;MCM2;CCNA2;MCM4;MCM5;MCM3;CDT1;ORC6;CDC45;CDC7;MCM6;TICRR;MCM7;ORC1;CCNA1;MTBP;ORC3;DBF4
KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	6.81053984071238e-06	0.000702620693566827	0.610526878385931	0.651142335630292	2.17144346633008	44	IL12RB2;STAT1;IFNG;IL2RB;IL7R;IL15;PIM1;IL2RG;IL2RA;STAT5A;IFNAR2;IL15RA;JAK2;IL23A;STAT3;IL13;IL3RA;STAT4;IL6;JAK3;IFNGR1;IL7;IL12A
KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION	1.91113449904774e-05	0.00122338134967496	0.575610261071129	0.714534384015127	2.1165945218313	27	MCM2;MCM4;GINS4;MCM5;MCM3;CDT1;ORC6;CDC45;MCM6;TICRR;MCM7;ORC1;GINS3;POLE3;MTBP;ORC3;GINS1;TOPBP1
KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY	1.87108400385056e-05	0.00122338134967496	0.575610261071129	0.81922093933118	2.1041394391694	15	MCM2;MCM4;GINS4;MCM5;MCM3;CDC45;MCM6;VCP;MCM7;GINS3;TRAIP
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES	1.97638344050881e-05	0.00122338134967496	0.575610261071129	0.854558209526966	2.10001863986075	12	TAP1;HLA-F;HLA-E;HLA-C;HLA-A;B2M;HLA-G;TAPBP;TAP2;HLA-B
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	1.87505658135343e-05	0.00122338134967496	0.575610261071129	0.782701174265542	2.09570343450383	18	MCM2;MCM4;GINS4;MCM5;MCM3;CDC45;PIF1;MCM6;VCP;MCM7;GINS3
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_NFY_MEDIATED_TRANSCRIPTION	3.84430307121622e-05	0.00216329418280258	0.557332238758646	0.836396309906166	2.08874286791488	13	HLA-DOB;HLA-DQA1;HLA-DPB1;HLA-DPA1;HLA-DMA;HLA-DRB5;HLA-DRB1;HLA-DQA2;HLA-DQB1;HLA-DRA
